sample,H,D,number_of_terms,selected_alpha,validation_nmse_2d,train_nmse_x,test_nmse_x,train_nmse_y,test_nmse_y,train_nmse_2d,test_nmse_2d,num_train_rows,num_test_rows,terms_per_train_row
sample_1,17,2,189,1.0,1.1873750462532835,0.3472107978362326,0.3766780693879755,0.5950064472923514,1.1012832772198402,0.393062159501787,0.4551138181221174,299,299,0.6321070234113713
sample_1,18,2,209,1.0,1.2279665467738676,0.3291055264833679,0.41730030454670525,0.5629625963080491,1.1413986343841616,0.3723777352978213,0.49568118567214264,299,299,0.6989966555183946
sample_1,19,2,230,1.0,1.2859114383309689,0.3118561862636824,0.47279446863351743,0.5301427767045009,1.1561877791723612,0.35224728040520836,0.5467691867457506,299,299,0.7692307692307693
sample_1,20,2,252,1.0,1.2870602428339024,0.3033263094492243,0.5135033913512935,0.507706159717491,1.153928120325669,0.3411441422173563,0.5828269244725468,299,299,0.842809364548495
sample_2,0,1,1,1.0,0.8293316852030257,0.5418365439378638,0.28821715635962925,0.9852168761599763,0.9356505389051778,0.6241063872768281,0.35834374612260383,299,299,0.0033444816053511705
sample_2,1,1,2,0.01,0.8180445919560914,0.537790175102963,0.27856280066794886,0.9630479549182563,0.9355560995594933,0.6166973533910464,0.34972487045070244,299,299,0.006688963210702341
sample_2,2,1,3,1.0,0.8146070575436478,0.5220067679515666,0.2774152284909945,0.9558719266087499,0.9344960643372157,0.6025110574721949,0.3485867798177575,299,299,0.010033444816053512
sample_2,3,1,4,0.01,0.8071106590466712,0.5041124293833525,0.26266933783246527,0.9359498011766441,0.9353057352224723,0.584240460203508,0.3355257860340615,299,299,0.013377926421404682
sample_2,4,1,5,0.01,0.7884512620767806,0.49013377031676886,0.27153192701049084,0.9244309007549241,0.9413297742958667,0.5707182128080294,0.3440809183461368,299,299,0.016722408026755852
sample_2,5,1,6,0.01,0.7519630019062428,0.46574431010233874,0.2713113263394131,0.9213701694507532,0.9444574203356739,0.5502863281975329,0.34422298220526343,299,299,0.020066889632107024
sample_2,6,1,7,0.01,0.747564332772779,0.4590939068171339,0.27285048288726294,0.8793010011861249,0.944924000594644,0.5370639233273388,0.34564596291259037,299,299,0.023411371237458192
sample_2,7,1,8,0.01,0.7422249211264944,0.4447511906819434,0.26092376196161665,0.874114003912479,0.941139143550556,0.5244200636854435,0.3346011259980574,299,299,0.026755852842809364
sample_2,8,1,9,0.01,0.7339472310936572,0.444730081605064,0.2613403442985435,0.8496284111946184,0.9575727335215762,0.519859535310407,0.3367525866311427,299,299,0.030100334448160536
sample_2,9,1,10,0.01,0.7344063517000098,0.44421773736275116,0.26210519889732026,0.8328453833438789,0.9623672951395145,0.5163281428735695,0.3379539179680921,299,299,0.033444816053511704
sample_2,10,1,11,0.01,0.7389517345056407,0.44405549793213,0.26198895846446923,0.8280874034527697,0.9626881197840015,0.5153131573461242,0.33788501813306077,299,299,0.03678929765886288
sample_2,11,1,12,0.01,0.7281348550031854,0.44230703547388195,0.2618568307949614,0.8025640876392109,0.9599211888957526,0.5091532374577608,0.3374675023921188,299,299,0.04013377926421405
sample_2,12,1,13,1.0,0.7195966913539174,0.4522341982744511,0.26606813543126945,0.8088084271911226,0.9252602346190909,0.5183970472322867,0.3374683677346851,299,299,0.043478260869565216
sample_2,13,1,14,1.0,0.7301028933424514,0.4518819753935642,0.26314184137262175,0.8069855980540049,0.9246503176715024,0.5177719512951973,0.33479297150086834,299,299,0.046822742474916385
sample_2,14,1,15,1.0,0.6991216664959333,0.44068201077941144,0.2700160827755409,0.7629097865274819,0.9249745130710839,0.5004718271147389,0.3409577462599783,299,299,0.05016722408026756
sample_2,15,1,16,1.0,0.6794153060525555,0.43525325630479383,0.27546566727716026,0.7631703961662868,0.930568341296764,0.49609874214166155,0.3464229544855756,299,299,0.05351170568561873
sample_2,16,1,17,1.0,0.6770309984528465,0.4337059114825803,0.2743917076305639,0.7305701885570729,0.9136170074162939,0.48878949501785235,0.3436292409006908,299,299,0.056856187290969896
sample_2,17,1,18,1.0,0.68165941544484,0.4299114556673191,0.27060961454453186,0.7228991476496585,0.9065432866154423,0.48427573339436286,0.3394906159572774,299,299,0.06020066889632107
sample_2,18,1,19,1.0,0.68435318941174,0.430007533222086,0.27037900222704486,0.7180770498299389,0.9083102652406052,0.4834592366011771,0.3394763722181275,299,299,0.06354515050167224
